xx,xxx,xx,0,xx
1921,PIJA C FIJADORA COMBINADA 10 X 31    ,PZ,0.75,36071
1922,PIJA C/FIJADORA COMBINADA 10 X 38    ,PZ,1.00,36072
1923,PIJA C/FIJADORA COMBINADA 10 X 50    ,PZ,0.90,36073
1924,PIJA C/FIJADORA COMBINADA 12 X 13    ,PZ,0.50,36076
1925,PIJA C/FIJADORA COMBINADA 12 X 19    ,PZ,0.65,36077
1926,PIJA C/FIJADORA COMBINADA 12 X 25    ,PZ,0.75,36078
1927,PIJA C/FIJADORA COMBINADA 12 X 31    ,PZ,1.00,36079
1928,PIJA C/FIJADORA COMBINADA 12 X 38    ,PZ,1.00,36080
1929,PIJA C/FIJADORA COMBINADA 12 X 50    ,PZ,1.71,36081
1930,PIJA C/FIJADORA COMBINADA 14 X 13    ,PZ,0.60,36084
1931,PIJA C/FIJADORA COMBINADA 14 X 19    ,PZ,0.70,36085
1932,PIJA C/FIJADORA COMBINADA 14 X 25    ,PZ,1.00,36086
1933,PIJA C/FIJADORA COMBINADA 14 X 31    ,PZ,1.25,36087
1934,PIJA C/FIJADORA COMBINADA 14 X 38    ,PZ,1.19,36088
1935,PIJA C/FIJADORA COMBINADA 14 X 50    ,PZ,1.71,36089
1936,PIJA P/TABLA ROCA CDA. ABIERTA 6 X 19  ,PZ,0.26,36090
1937,PIJA P/TABLA ROCA CDA. ABIERTA 6 X 25  ,PZ,0.30,36091
1938,PIJA P/TABLA ROCA CDA ABIERTA 6 X 31  ,PZ,0.00,36092
1939,PIJA P/TABLA ROCA CDA. ABIERTA 6 X 38  ,PZ,0.35,36093
1940,PIJA P/TABLA ROCA CDA. ABIERTA 6 X 50  ,PZ,0.50,36094
1941,PIJA P/TABLA ROCA CDA. ABIERTA 8 X 19  ,PZ,0.39,36097
1942,PIJA P/TABLA ROCA CDA. ABIERTA 8 X 25  ,PZ,0.50,36098
1943,PIJA P/TABLA ROCA CDA ABIERTA 8 X 31  ,PZ,0.60,36099
1944,PIJA P/TABLA ROCA CDA. ABIERTA 8 X 38  ,PZ,0.65,36100
1945,PIJA P/TABLA ROCA CDA. ABIERTA 8 X 50  ,PZ,0.75,36101
1946,PIJA P/TABLA ROCA CDA. ABIERTA 8 X 65  ,PZ,0.75,36102
1947,PIJA P/TABLA ROCA CDA. ABIERTA 8 X 75  ,PZ,0.75,36103
1948,PIJA P/TABLA ROCA CDA. ABTA. 10 X 25  ,PZ,0.00,36105
1949,PIJA P/TABLA ROCA CDA. ABTA. 10 X 38  ,PZ,0.00,36106
1950,PIJA P/TABLA ROCA CDA. ABTA. 10 X 50  ,PZ,1.10,36107
1951,PIJA P/TABLA ROCA CDA. ABTA. 10 X 65  ,PZ,0.00,36108
1952,PIJA P/TABLA ROCA CDA. ABTA. 10 X 75  ,PZ,1.19,36109
1953,PIJA C/HEXA 14 X 19,PZ,1.15,36110
1954,PIJA C/HEXA 14 X 25,PZ,1.40,36111
1955,PIJA C/HEXA 14 X 31,PZ,1.50,36112
1956,PIJA C/HEXA 14 X 38,PZ,2.00,36113
1957,PIJA C/HEXA 14 X 50,PZ,3.16,36114
1958,PIJA C/HEXA 14 X 65,PZ,3.40,36115
1959,PIJA C/HEXA 18 X 25,PZ,1.80,36120
1960,PIJA C/HEXA 18 X 31,PZ,2.00,36121
1961,PIJA C/HEXA 18 X 38,PZ,2.51,36122
1962,PIJA C/HEXA 18 X 50,PZ,3.00,36126
1963,PIJA C/HEXA 18 X 65,PZ,3.50,36127
1964,PIJA C/HEXA 12 X 25,PZ,0.75,36128
1965,REMACHE AM 42   ,PZ,0.35,36200
1966,REMACHE AM 43   ,PZ,0.15,36201
1967,REMACHE AM 44   ,PZ,0.35,36202
1968,REMACHE AM 46   ,PZ,0.39,36203
1969,REMACHE AM 54   ,PZ,0.35,36204
1970,REMACHE AM 56   ,PZ,0.45,36205
1971,REMACHE AM 58   ,PZ,0.50,36206
1972,REMACHE AM 64   ,PZ,0.80,36207
1973,REMACHE AM 66   ,PZ,0.55,36208
1974,REMACHE AM 68   ,PZ,1.00,36209
1975,REMACHE CZA. ANCHA 3/16 X 1/2     ,PZ,1.00,36215
1976,REMACHE CZA. ANCHA 3/16 X 5/8      ,PZ,1.50,36216
1977,REMACHE CZA. ANCHA 3/16 X 7/8      ,PZ,2.00,36217
1978,GRAPA P/LAMINA 1/4,PZ,6.00,36218
1979,GRAPA PLAST TORN 5/16 X 1/4       ,PZ,6.00,36219
1980,REMACHE 1/4 X 5/8 ,PZ,1.30,36220
1981,PIJA P/CONCRETO 1/4 X 1 3/4       ,PZ,3.29,36221
1982,CEMENTO GRIS BULTO 50 KG        ,PZ,190.00,40101
1983,CEMENTO GRIS BULTO 25 KG        ,PZ,69.99,40102
1984,CEMENTO GRIS KG  ,KG,6.99,40103
1985,CEMENTO MORTERO BULTO          ,KG,95.00,40104
1986,CAL BULTO 25 KG  ,PZ,68.00,40105
1987,CAL BULTO 12.5 KG ,PZ,0.00,40106
1988,CAL /KG      ,KG,0.00,40107
1989,CAL 500 GMS    ,PZ,0.00,40108
1990,YESO BULTO 34.5 KG,PZ,86.00,40109
1991,YESO 1/2 bulto  ,PZ,40.99,40110
1992,YESO /KILO    ,KG,6.00,40111
1993,YESO 500 GMS   ,PZ,1.50,40112
1994,MORTERO BULTO 50 KG,PZ,138.01,40113
1995,CEMENTO BLANCO BULTO 25 KG       ,PZ,127.99,40114
1996,CEMENTO BLANCO KG ,KG,11.99,40115
1997,CEMENTO BLANCO 500 gms.         ,PZ,3.50,40116
1998,CALIDRA BULTO 25 KG,PZ,73.00,40117
1999,CALIDRA BULTO 12.5 KG          ,PZ,0.00,40118
2000,CALIDRA /KILO   ,KG,5.00,40119
2001,CALIDRA 500 GMS  ,PZ,1.50,40120
2002,PEGA AZULEJO BULTO 20 KG        ,PZ,142.00,40121
2003,PEGA AZULEJO /KILO,KG,0.00,40122
2004,ARENA /BOTE    ,PZ,18.00,40123
2005,ARENA /KG     ,KG,1.00,40124
2006,ALAMBRE RECOCIDO ,MT,60.00,40125
2007,RESINA P/ CONCRETO LIGERA D-1 LT    ,LT,87.00,40126
2008,RESINA P/ CONCRETO LIGERA D-4 Gl.    ,LT,168.00,40127
2009,RESINA P/ CONCRETO PESADA D-1 kg.    ,KG,78.00,40128
2010,RESINA P/ CONCRETO PESADA D-4 Gl.    ,LT,275.00,40129
2011,PEGA YESO LIGERA D-1          ,PZ,59.00,40130
2012,RESINA P/ YESO LIGERA D-4        ,PZ,0.00,40131
2013,RESINA P/ YESO PESADA D-1 kg.      ,KG,0.00,40132
2014,RESINA P/ YESO PESADA D-4 Gl.      ,LT,0.00,40133
2015,COLADERA DE FIERRO/CLO. 20 x 20     ,PZ,39.00,40134
2016,COLADERA DE FIERRO/CLO. 14x14      ,PZ,0.00,40135
2017,TAPA P/COLADERA FIERRO CLO. 12     ,PZ,26.00,40136
2018,TAPA P/COLADERA FIERRO CLO. 9      ,PZ,18.00,40137
2019,COLADERA DE BRONCE 28x28        ,PZ,0.00,40138
2020,COLADERA DE BRONCE 14x14        ,PZ,0.00,40139
2021,TAPA P/COLADERA BRONCE 12        ,PZ,0.00,40140
2022,TAPA P/COLADERA BRONCE 9        ,PZ,0.00,40141
2023,CLAVOS PARA MADERA CON CABEZA 1/2   ,PZ,0.00,40142
2024,CLAVOS PARA MADERA CON CABEZA 5/8   ,PZ,0.00,40143
2025,CLAVOS PARA MADERA CON CABEZA 3/4   ,PZ,54.00,40144
2026,CLAVOS PARA MADERA CON CABEZA 1    ,PZ,58.00,40145
2027,CLAVOS PARA MADERA CON CABEZA 1 1/4  ,PZ,0.00,40146
2028,CLAVOS PARA MADERA CON CABEZA 1 1/2  ,PZ,35.00,40147
2029,CLAVOS PARA MADERA CON CABEZA 2    ,PZ,56.00,40148
2030,CLAVOS PARA MADERA CON CABEZA 2 1/2  ,PZ,56.00,40149
2031,CLAVOS PARA MADERA CON CABEZA 3    ,PZ,32.00,40150
2032,CLAVOS PARA MADERA CON CABEZA 3 1/2  ,PZ,32.00,40151
2033,CLAVOS PARA MADERA CON CABEZA 4    ,PZ,39.00,40152
2034,CLAVOS PARA MADERA CON CABEZA 5    ,PZ,40.99,40153
2035,CLAVOS PARA MADERA CON CABEZA 6    ,PZ,32.00,40154
2036,CLAVOS PARA MADERA SIN CABEZA 1/2   ,PZ,0.00,40155
2037,CLAVOS PARA MADERA SIN CABEZA 5/8   ,PZ,50.00,40156
2038,CLAVOS PARA MADERA SIN CABEZA 3/4   ,PZ,45.00,40157
2039,CLAVOS PARA MADERA SIN CABEZA 1    ,PZ,38.00,40158
2040,CLAVOS PARA MADERA SIN CABEZA 1 1/4  ,PZ,0.00,40159
2041,CLAVOS PARA MADERA SIN CABEZA 1 1/2  ,PZ,42.00,40160
2042,CLAVOS PARA MADERA SIN CABEZA 2    ,PZ,44.00,40161
2043,CLAVOS PARA MADERA SIN CABEZA 2 1/2  ,PZ,32.00,40162
2044,CLAVO PARA CONCRETO DELGADO 1     ,PZ,52.00,40163
2045,CLAVO PARA CONCRETO DELGADO 1 1/2   ,PZ,56.00,40164
2046,CLAVO PARA CONCRETO PAVONADO 1    ,PZ,52.00,40165
2047,CLAVO PARA CONCRETO PAVONADO 1 1/2  ,PZ,66.00,40166
2048,CLAVO PARA CONCRETO PAVONADO 2 KG   ,PZ,52.00,40167
2049,CLAVO PARA CONCRETO PAVONADO 2 1/2  ,PZ,66.00,40168
2050,CLAVO PARA CONCRETO PAVONADO 3 kg   ,PZ,52.00,40169
2051,CLAVO PARA CONCRETO PAVONADO 3 1/2  ,PZ,52.00,40170
2052,CLAVOS PARA MADERA CON CABEZA 1/2   ,PZ,0.00,40171
2053,CLAVOS PARA MADERA CON CABEZA 5/8   ,PZ,0.00,40172
2054,CLAVOS PARA MADERA CON CABEZA 3/4   ,PZ,0.00,40173
2055,CLAVOS PARA MADERA CON CABEZA 1    ,PZ,0.00,40174
2056,CLAVOS PARA MADERA CON CABEZA 1 1/4  ,PZ,0.00,40175
2057,CLAVOS PARA MADERA CON CABEZA 1 1/2 Bolsa          ,PZ,10.00,40176
2058,CLAVOS P/ MADERA C/CABEZA 2 bolsa   ,PZ,5.00,40177
2059,CLAVOS PARA MADERA CON CABEZA 2 1/2 Bolsa          ,PZ,10.00,40178
2060,CLAVOS PARA MADERA CON CABEZA 3    ,PZ,39.00,40179
2061,CLAVOS PARA MADERA CON CABEZA 4    ,PZ,0.00,40180
2062,CLAVOS PARA MADERA CON CABEZA 5    ,PZ,0.00,40181
2063,CLAVOS PARA MADERA CON CABEZA 6    ,PZ,0.00,40182
2064,CLAVOS PARA MADERA SIN CABEZA 1/2   ,PZ,0.00,40183
2065,CLAVOS PARA MADERA SIN CABEZA 5/8   ,PZ,0.00,40184
2066,CLAVOS PARA MADERA SIN CABEZA 3/4   ,PZ,0.00,40185
2067,CLAVOS PARA MADERA SIN CABEZA 1 bolsa ,PZ,20.00,40186
2068,CLAVOS PARA MADERA SIN CABEZA 1 1/4  ,PZ,0.00,40187
2069,CLAVOS PARA MADERA SIN CABEZA 1 1/2  ,PZ,0.00,40188
2070,CLAVOS PARA MADERA SIN CABEZA 2    ,PZ,0.00,40189
2071,CLAVOS PARA MADERA SIN CABEZA 2 1/2  ,PZ,0.00,40190
2072,CLAVO PARA CONCRETO DELGADO 1 PZ.   ,PZ,0.30,40191
2073,CLAVO PARA CONCRETO DELGADO 1 1/2 in PZ.,PZ,0.30,40192
2074,CLAVO P/ CONCRETO PAVONADO 1 in pza  ,PZ,0.30,40193
2075,CLAVO PARA CONCRETO PAVONADO 1 1/2 in pz,PZ,0.39,40194
2076,CLAVO PARA CONCRETO PAVONADO 2 PZA  ,PZ,0.39,40195
2077,CLAVO PARA CONCRETO PAVONADO 2 1/2  ,PZ,66.00,40196
2078,CLAVO PARA CONCRETO PAVONADO 3 PZA  ,PZ,0.60,40197
2079,CLAVO PARA CONCRETO PAVONADO 3 1/2  ,PZ,0.00,40198
2080,BOLSA CLAVOS P/MADERA C/CABEZA 1/2   ,PZ,0.00,40199
2081,BOLSA CLAVOS P/MADERA C/CABEZA 5/8   ,PZ,2.00,40200
2082,BOLSA CLAVOS P/MADERA C/CABEZA 3/4   ,PZ,2.00,40201
2083,BOLSA CLAVOS P/MADERA C/CABEZA 1 de 250 grs         ,PZ,13.50,40202
2084,BOLSA CLAVOS P/MADERA C/CABEZA 1 1/4 ,PZ,2.00,40203
2085,BOLSA CLAVOS P/MADERA C/CABEZA 1 1/2 ,PZ,5.00,40204
2086,BOLSA CLAVOS P/MADERA C/CABEZA 2 70 grs,PZ,10.00,40205
2087,BOLSA CLAVOS P/MADERA C/CABEZA 2 1/2 ,PZ,10.00,40206
2088,BOLSA CLAVOS P/MADERA C/CABEZA 3    ,PZ,2.00,40207
2089,F/ DISPONOBLE   ,PZ,0.00,40208
2090,PZA. CLAVO P/MADERA C/CZA. 4      ,PZ,0.50,40209
2091,PZA. CLAVO P/MADERA C/CZA. 5      ,PZ,1.00,40210
2092,CLAVO ROLADO C/CABEZA 2 1/2      ,PZ,35.99,40211
2093,BOLSA CLAVOS P/MADERA SIN CABEZA 1/2  ,PZ,0.00,40212
2094,BOLSA CLAVOS P/MADERA SIN CABEZA 5/8  ,PZ,2.00,40213
2095,BOLSA CLAVOS P/MADERA SIN CABEZA 3/4  ,PZ,2.00,40214
2096,BOLSA CLAVOS P/MADERA SIN CABEZA 1   ,PZ,2.00,40215
2097,BOLSA CLAVOS P/MADERA SIN CABEZA 1 1/4,PZ,2.00,40216
2098,BOLSA CLAVOS P/MADERA SIN CABEZA 1 1/2,PZ,2.00,40217
2099,BOLSA CLAVOS P/MADERA SIN CABEZA 2  ,PZ,2.00,40218
2100,BOLSA CLAVOS P/ MADERA SIN CABEZA 2 1/2,PZ,2.00,40219
2101,PZA CLAVO P/CONCRETO DELGADO 1     ,PZ,0.24,40220
2102,PZA CLAVO P/CONCRETO DELGADO 1 1/2   ,PZ,0.30,40221
2103,PZA CLAVO P/CONCRETO PAVONADO 1    ,PZ,0.20,40222
2104,PZA CLAVO P/CONCRETO PAVONADO 1 1/2  ,PZ,0.24,40223
2105,PZA CLAVO P/CONCRETO PAVONADO 2    ,PZ,0.30,40224
2106,PZA CLAVO P/CONCRETO PAVONADO 2 1/2  ,PZ,0.35,40225
2107,PZA CLAVO P/CONCRETO PAVONADO 3    ,PZ,0.75,40226
2108,PZA. CLAVO P/CONCRETO PAVONADO 3 1/2 ,PZ,0.45,40227
2109,F/ DISPONIBLE   ,PZ,0.00,40228
2110,BOLSA CLAVOS P/ MADERA CON CABEZA 5/8 de 50 grs.      ,PZ,10.00,40229
2111,BOLSA CLAVOS P/MADERA CON CABEZA 3/4  ,PZ,0.00,40230
2112,BOLSA CLAVOS P/MADERA CON CABEZA 1   ,PZ,3.00,40231
2113,BOLSA CLAVOS P/MADERA CON CABEZA 1 1/4,PZ,0.00,40232
2114,BOLSA CLAVOS P/MADERA CON CABEZA 1 1/2,PZ,0.00,40233
2115,BOLSA CLAVOS P/ MADERA CON CABEZA 2  ,PZ,0.00,40234
2116,BOLSA CLAVOS P/MADERA CON CABEZA 2 1/2,PZ,0.00,40235
2117,BOLSA CLAVOS P/MADERA CON CABEZA 3  ,PZ,0.00,40236
2118,BOLSA CLAVOS P/MADERA CON CABEZA 4  ,PZ,0.00,40237
2119,BOLSA CLAVOS P/MADERA CON CABEZA 5  ,PZ,0.00,40238
2120,BOLSA CLAVOS P/MADERA CON CABEZA 6  ,PZ,0.00,40239
2121,BOLSA CLAVOS P/MADERA SIN CABEZA 1/2  ,PZ,0.00,40240
2122,BOLSA CLAVOS P/MADERA SIN CABEZA 5/8  ,PZ,0.00,40241
2123,BOLSA CLAVOS P/MADERA SIN CABEZA 3/4  ,PZ,0.00,40242
2124,BOLSA CLAVOS P/MADERA SIN CABEZA 1   ,PZ,0.00,40243
2125,BOLSA CLAVOS P/MADERA SIN CABEZA 1 1/4,PZ,0.00,40244
2126,BOLSA CLAVOS P/MADERA SIN CABEZA 1 1/2,PZ,0.00,40245
2127,BOLSA CLAVOS P/MADERA SIN CABEZA 2  ,PZ,0.00,40246
2128,BOLSA CLAVOS P/MADERA SIN CABEZA 2 1/2,PZ,0.00,40247
2129,PIEZA CLAVO PARA CONCRETO DELGADO 1  ,PZ,0.00,40248
2130,PIEZA CLAVO PARA CONCRETO DELGADO 1 1/2,PZ,0.00,40249
2131,PIEZA CLAVO PARA CONCRETO PAVONADO 1 ,PZ,0.00,40250
2132,PIEZA CLAVO PARA CONCRETO PAVONADO 1 1/2          ,PZ,0.00,40251
2133,PIEZA CLAVO PARA CONCRETO PAVONADO 2 ,PZ,0.00,40252
2134,PIEZA CLAVO PARA CONCRETO PAVONADO 2 1/2          ,PZ,0.00,40253
2135,PIEZA CLAVO PARA CONCRETO PAVONADO 3 ,PZ,0.00,40254
2136,PIEZA CLAVO PARA CONCRETO PAVONADO 3 1/2          ,PZ,0.00,40255
2137,ANILLOS 10 x 10  ,PZ,28.00,40256
2138,ANILLOS 10 x 15  ,PZ,28.00,40257
2139,ANILLOS 10 x 20  ,PZ,38.00,40258
2140,ANILLOS 10 x 25  ,PZ,28.00,40259
2141,ANILLOS 10 x 30  ,PZ,28.00,40260
2142,ANILLOS 15 x 25  ,PZ,28.00,40261
2143,ANILLOS 20 x 20  ,PZ,28.00,40262
2144,COLORANTE P/CEMENTO,PZ,35.99,40263
2145,IMPERMEABILIZANTE GALON         ,PZ,195.00,40265
2146,SEPARADOR DE LOSETA 5mm         ,PZ,28.00,40270
2147,CINTA ANTIDERRAPANTE          ,PZ,192.00,40300
2148,ACIDO MURIATICO 1Kg,KG,55.00,41001
2149,ACIDO MURIATICO GALON          ,PZ,98.00,41002
2150,ACEITE ROJO 3en1 240 ml.        ,PZ,42.00,41003
2151,ACEITE LUBRICANTE 3en1 90 ml.     ,PZ,37.00,41004
2152,ACEITE LUBRICANTE 3en1 30 ml.      ,PZ,26.00,41005
2153,PINTURA ESMALTE COLOR GRIS       ,PZ,190.00,41006
2154,AFLOJATODO PERMATEX 300 g        ,PZ,98.99,41007
2155,AFLOJATODO PERMATEX 100 g        ,PZ,48.00,41008
2156,AFLOJATODO WD-40 272 g.         ,PZ,77.00,41010
2157,AFLOJATODO WD-40 155 g.         ,PZ,93.00,41011
2158,AFLOJATODO WD-40 226 g. 80 oz.     ,PZ,105.00,41012
2159,AFLOJATODO WD-40 300g.         ,PZ,155.00,41013
2160,ALCAYATA BARILLA #2,PZ,4.00,41015
2161,ALCAYATA BARILLA #3,PZ,5.00,41016
2162,ALCAYATA BARILLA #4,PZ,6.00,41017
2163,ALCAYATA BARILLA #5,PZ,0.00,41018
2164,ALCAY. ESPIGA 16x20,PZ,0.00,41019
2165,ALCAY. C/ROSCA 16x20          ,PZ,0.60,41020
2166,ALCAY. ESPIGA 18x50,PZ,0.00,41021
2167,ALCAY. C/ROSCA 18x50          ,PZ,1.00,41022
2168,ALCAY. ESPIGA 19x80,PZ,0.80,41023
2169,ALCAY. C/ROSCA 19x80          ,PZ,0.00,41024
2170,ALCAY. ESPIGA 22x100          ,PZ,0.00,41025
2171,ALCAY. C/ROSCA 22x100          ,PZ,2.49,41026
2172,ALCAY. ESPIGA 23x110          ,PZ,0.00,41027
2173,ALCAY. C/ROSCA 23x110          ,PZ,3.50,41028
2174,ALCAY. C/ROSCA 20 X 70         ,PZ,1.50,41029
2175,ARMELLA ABIERTA Y CERRADA 17x40     ,PZ,1.50,41030
2176,ARMELLA ABIERTA Y CERRADA 17x45     ,PZ,1.50,41031
2177,ARMELLA ABIERTA Y CERRADA 19x60     ,PZ,2.00,41032
2178,ARMELLA ABIERTA Y CERRADA 20x40     ,PZ,0.00,41033
2179,ARMELLA ABIERTA Y CERRADA 22x90     ,PZ,4.50,41034
2180,ARMELLA ABIERTA Y CERRADA 23x100    ,PZ,0.00,41035
2181,ARMELLA ABIERTA Y CERRADA 23x110    ,PZ,5.00,41036
2182,ARMELLA ABIERTA Y CERRADA 24x120    ,PZ,7.01,41037
2183,ARMELLA ABIERTA Y CERRADA 25x150    ,PZ,6.99,41038
2184,ARMELLA DE GOLPE 4,PZ,8.00,41039
2185,ABRAZADERA UÑA 1/2 GALV.        ,PZ,2.49,41040
2186,ARMELLA ABIERTA o CERRADA 20 X 70    ,PZ,2.00,41041
2187,ALDABA MINI    ,PZ,6.00,41045
2188,ALDABA CHICA 1  ,PZ,3.03,41046
2189,ALDABA MEDIANA 3 ,PZ,5.00,41047
2190,ALDABA GRANDE 4  ,PZ,6.99,41048
2191,ALDABA No.5    ,PZ,0.00,41049
2192,ABRAZADERA OMEGA 1/4          ,PZ,0.00,41050
2193,ABRAZADERA OMEGA 3/8          ,PZ,2.00,41051
2194,ABRAZADERA OMEGA 1/2 TC         ,PZ,2.51,41052
2195,ABRAZADERA OMEGA 3/4          ,PZ,2.60,41053
2196,ABRAZADERA OMEGA 1,PZ,2.00,41054
2197,ABRAZADERA OMEGA 1 1/4         ,PZ,6.00,41055
2198,ABRAZADERA OMEGA 1 1/2         ,PZ,6.00,41056
2199,ABRAZADERA OMEGA 2,PZ,4.00,41057
2200,ABRAZADERA OMEGA 3,PZ,8.00,41058
2201,ABRAZADERA OMEGA 4 LAM         ,PZ,11.99,41059
2202,ABRAZADERA UÑA 1/4,PZ,0.00,41060
2203,ABRAZADERA UNA 3/8,PZ,2.00,41061
2204,ABRAZADERA UÑA 1/2 TC          ,PZ,2.00,41062
2205,ABRAZADERA UÑA 3/4,PZ,2.51,41063
2206,ABRAZADERA UÑA 1 ,PZ,3.00,41064
2207,ABRAZADERA UÑA 1 1/4          ,PZ,0.00,41065
2208,ABRAZADERA UÑA 1 1/2          ,PZ,0.00,41066
2209,ABRAZADERA UÑA 2 ,PZ,6.00,41067
2210,ABRAZADERA UÑA 3 ,PZ,0.00,41068
2211,ABRAZADERA UÑA 4 ,PZ,0.00,41069
2212,ABRAZADERA SIN FIN 4          ,PZ,6.00,41070
2213,ABRAZADERA SIN FIN 6          ,PZ,6.99,41071
2214,ABRAZADERA SIN FIN 8          ,PZ,10.00,41072
2215,ABRAZADERA SIN FIN 10          ,PZ,10.00,41073
2216,ABRAZADERA SIN FIN 12          ,PZ,11.00,41074
2217,ABRAZADERA SIN FIN #18 LAM       ,PZ,3.03,41075
2218,ABRAZADERA SIN FIN #20         ,PZ,11.00,41076
2219,ABRAZADERA SIN FIN #24         ,PZ,11.99,41077
2220,ABRAZADERA SIN FIN #28         ,PZ,11.99,41078
2221,ABRAZADERA SIN FIN #36         ,PZ,14.00,41079
2222,ABRAZADERA SIN FIN 44          ,PZ,17.01,41080
2223,ABRAZADERA SIN FIN #52         ,PZ,14.00,41081
2224,ABRAZADERA SIN FIN 60         ,PZ,18.00,41082
2225,ABRAZADERA SIN FIN #72         ,PZ,16.00,41083
2226,BANDOLA GDE.   ,PZ,23.00,41084
2227,BANDOLA MED.   ,PZ,16.00,41085
2228,BANDOLA CH.    ,PZ,8.00,41086
2229,BISAGRAS GRIS 1 ,PZ,3.00,41087
2230,BISAGRAS GRIS 1 1/2          ,PZ,4.00,41088
2231,BISAGRAS GRIS 2 in,PZ,6.99,41089
2232,BISAGRAS GRIS 2 1/2          ,PZ,8.00,41090
2233,BISAGRAS GRIS 3 ,PZ,6.99,41091
2234,BISAGRAS GRIS 4 ,PZ,15.00,41092
2235,BISAGRAS ALMOHADILLA          ,PZ,1.50,41093
2236,BISAGRAS LATON P/CHATO 1        ,PZ,4.00,41094
2237,BISAGRAS LATON P/CHATO 1 1/2      ,PZ,5.00,41095
2238,BISAGRAS LATON P/CHATO 2        ,PZ,8.00,41096
2239,BISAGRAS LATON P/CHATO 2 1/2      ,PZ,9.00,41097
2240,BISAGRAS LATON P/CHATO 3        ,PZ,11.99,41098
2241,BISAGRAS LATON P/CHATO 4        ,PZ,32.00,41099
2242,ABRAZADERA OMEGA 4 SOLERA        ,PZ,29.00,41100
2243,BISAGRA LATONADA P/CHATO 3X3      ,PZ,15.00,41101
2244,BISAGRA TUBULAR 3/8,PZ,6.00,41102
2245,BISAGRA TUBULAR 1/2,PZ,9.00,41103
2246,BISAGRA TUBULAR 5/8,PZ,8.50,41104
2247,BISAGRA TUBULAR 3/4,PZ,11.99,41105
2248,BISAGRA TUBULAR 7/8,PZ,0.00,41106
2249,BRIDA NIQUELADA  ,PZ,5.00,41107
2250,BASE P/TUBO CORTINERO JGO 1      ,PZ,32.00,41108
2251,BASE CORTINERO JGO. EXP. 1/2      ,PZ,16.00,41109
2252,BASE CORTINERO JGO. EXP. 1       ,PZ,18.00,41110
2253,BROCHA DE CERDA M 1/2         ,PZ,13.00,41111
2254,BROCHA DE CERDA M 1          ,PZ,16.99,41112
2255,BROCHA TRUPER 1 MGO. PLASTICO    ,PZ,13.00,41113
2256,BROCHA CERDA M 1 1/2          ,PZ,22.99,41114
2257,BROCHA TRUPER 1 1/2 MGO. PLAS    ,PZ,19.00,41115
2258,BROCHA DE CERDA M 2          ,PZ,32.00,41116
2259,BROCHA TRUPER 2 MGO. PLASTICO      ,PZ,24.00,41117
2260,BROCHA DE CERDA M 3          ,PZ,40.99,41118
2261,BROCHA TRUPER 3 MGO. PLASTICO     ,PZ,42.00,41119
2262,BROCHA DE CERDA M 4          ,PZ,62.00,41120
2263,BROCHA TRUPER 4 MGO. PLASTICO     ,PZ,59.00,41121
2264,BROCHA DE CERDA M 6          ,PZ,88.00,41122
2265,CINTA P EMPAQUE TRANSPARENTE 48mm X 150mts          ,PZ,54.00,41123
2266,BOLIGRAFO T/NEGRA P.M.         ,PZ,4.00,41124
2267,BOLIGRAFO T/AZUL P.M.          ,PZ,4.00,41125
2268,CREOLINA MB    ,PZ,72.00,41126
2269,CINTA P/EMPAQUE TRANSPARENTE 48m x 50 mts,PZ,19.00,41127
2270,CINTA P/EMPAQUE CANELA 48mm x 150 mts. ,PZ,39.00,41128
2271,CINTA P/EMPAQUE CANELA 48mm x 50 mts.  ,PZ,14.00,41129
2272,CUERDA P/GUITARRA META NOTA 1      ,PZ,6.99,41130
2273,CUERDA P/GUITARRA META NOTA 2      ,PZ,8.00,41131
2274,CUERDA P/GUITARRA META NOTA 3      ,PZ,11.00,41132
2275,CUERDA P/GUITARRA META NOTA 4      ,PZ,15.50,41133
2276,CUERDA P/GUITARRA META NOTA 5      ,PZ,19.00,41134
2277,CUERDA P/GUITARRA META NOTA 6      ,PZ,28.00,41135
2278,CUERDA P/GUITARRA NILON NOTA 1     ,PZ,6.99,41136
2279,CUERDA P/GUITARRA NILON NOTA 2     ,PZ,11.00,41137
2280,CUERDA P/GUITARRA NILON NOTA 3     ,PZ,14.50,41138
2281,CUERDA P/GUITARRA NILON NOTA 4     ,PZ,18.00,41139
2282,CUERDA P/GUITARRA NILON NOTA 5     ,PZ,21.99,41140
2283,CUERDA P/GUITARRA NILON NOTA 6     ,PZ,28.00,41141
2284,CRAYON INDUS.   ,PZ,0.00,41142
2285,COLOR MAR. PAST/ NEGRO 601       ,PZ,13.00,41143
2286,COLOR MAR. POL/ NEGRO 601        ,PZ,13.00,41144
2287,COLOR MAR. PAST/ AZUL MARINO 606    ,PZ,13.00,41145
2288,COLOR MAR. POL/ AZUL MARINO 606     ,PZ,13.00,41146
2289,COLOR MAR. PAST/ AZUL 632        ,PZ,14.00,41147
2290,COLOR MAR. POL/ AZUL 632        ,PZ,13.00,41148
2291,COLOR MAR. PAST/ AZUL MEZCLILLA 655   ,PZ,13.00,41149
2292,COLOR MAR. POL/ AZUL MEZCLILLA 655   ,PZ,13.00,41150
2293,COLOR MAR. PAST/ GRIS 608        ,PZ,13.00,41151
2294,COLOR MAR. POL/ GRIS 608        ,PZ,13.00,41152
