xx,xxx,xx,0,xx
1357,TOR ALL C/CIL CDA EST 3/8 X 1      ,PZ,3.50,31025
1358,TOR ALL C/CIL CDA EST 3/8 X 1 1/4    ,PZ,0.00,31026
1359,TOR ALL C/CIL CDA EST 3/8 X 1 1/2    ,PZ,4.00,31027
1360,TOR ALL C/CIL CDA EST 3/8 X 2      ,PZ,5.50,31028
1361,TOR ALL C/CIL CDA EST 3/8 X 2 1/4    ,PZ,4.00,31029
1362,TOR ALL C/CIL CDA EST 3/8 X 2 1/2    ,PZ,6.00,31030
1363,TOR ALL C/CIL CDA EST 3/8 X 3      ,PZ,6.50,31031
1364,TOR ALL C/CIL CDA EST 3/8 X 3 1/2    ,PZ,0.00,31032
1365,TOR ALL C/CIL CDA EST 3/8 X 4      ,PZ,0.00,31033
1366,TOR ALL C/CIL CDA EST 7/16 X 1 1/2   ,PZ,0.00,31034
1367,TOR ALL C/CIL CDA EST 7/16 X 2     ,PZ,7.51,31035
1368,TOR ALL C/CIL CDA EST 7/16 X 2 1/2   ,PZ,0.00,31036
1369,TOR ALL C/CIL CDA EST 1/2 X 1/2     ,PZ,0.00,31037
1370,TOR ALL C/CIL CDA EST 1/2 X 3/4     ,PZ,4.00,31038
1371,TOR ALL C/CIL CDA EST 1/2 X 5/8     ,PZ,3.00,31039
1372,TOR ALL C/CIL CDA EST 1/2 X 1     ,PZ,5.00,31040
1373,TOR ALL C/CIL CDA EST 1/2 X 1 1/4    ,PZ,5.50,31041
1374,TOR ALL C/CIL CDA EST 1/2 X 1 1/2    ,PZ,7.51,31042
1375,TOR ALL C/CIL CDA EST 1/2 X 2      ,PZ,10.50,31043
1376,TOR ALL C/CIL CDA EST 1/2 X 2 1/2    ,PZ,10.34,31044
1377,TOR ALL C/CIL CDA EST 1/2 X 3      ,PZ,0.00,31045
1378,TOR ALL C/CIL CDA FINA 3/16 X 1/2    ,PZ,0.00,31101
1379,TOR ALL C/CIL CDA FINA 3/16 X 3/4    ,PZ,0.00,31102
1380,TOR ALL C/CIL CDA FINA 3/16 X 1     ,PZ,1.50,31103
1381,TOR ALL C/CIL CDA FINA 3/16 X 1 1/4   ,PZ,0.00,31104
1382,TOR ALL C/CIL CDA FINA 3/16 X 1 1/2   ,PZ,0.00,31105
1383,TOR ALL C/CIL CDA FINA 3/16 X 2     ,PZ,0.00,31106
1384,TOR ALL C/CIL CDA FINA 1/4 X 1/2    ,PZ,0.00,31107
1385,TOR ALL C/CIL CDA FINA 1/4 X 3/4    ,PZ,0.00,31108
1386,TOR ALL C/CIL CDA FINA 1/4 X 1     ,PZ,0.00,31109
1387,TOR ALL C/CIL CDA FINA 1/4 X 1 1/4   ,PZ,0.00,31110
1388,TOR ALL C/CIL CDA FINA 1/4 X 1 1/2   ,PZ,0.00,31111
1389,TOR ALL C/CIL CDA FINA 1/4 X 2     ,PZ,0.00,31112
1390,TOR ALL C/CIL CDA FINA 1/4 X 2 1/2   ,PZ,0.00,31113
1391,TOR ALL C/CIL CDA FINA 5/16 X 1/2    ,PZ,0.00,31114
1392,TOR ALL C/CIL CDA FINA 5/16 X 3/4    ,PZ,0.00,31115
1393,TOR ALL C/CIL CDA FINA 5/16 X 1     ,PZ,0.00,31116
1394,TOR ALL C/CIL CDA FINA 5/16 X 1 1/4   ,PZ,0.00,31117
1395,TOR ALL C/CIL CDA FINA 5/16 X 1 1/2   ,PZ,0.00,31118
1396,TOR ALL C/CIL CDA FINA 5/16 X 2     ,PZ,0.00,31119
1397,TOR ALL C/CIL CDA FINA 5/16 X 2 1/4   ,PZ,0.00,31120
1398,TOR ALL C/CIL CDA FINA 5/16 X 2 1/2   ,PZ,0.00,31121
1399,TOR ALL C/CIL CDA FINA 5/16 X 3     ,PZ,0.00,31122
1400,TOR ALL C/CIL CDA FINA 3/8 X 1/2    ,PZ,0.00,31123
1401,TOR ALL C/CIL CDA FINA 3/8 X 3/4    ,PZ,0.00,31124
1402,TOR ALL C/CIL CDA FINA 3/8 X 1     ,PZ,0.00,31125
1403,TOR ALL C/CIL CDA FINA 3/8 X 1 1/4   ,PZ,0.00,31126
1404,TOR ALL C/CIL CDA FINA 3/8 X 1 1/2   ,PZ,0.00,31127
1405,TOR ALL C/CIL CDA FINA 3/8 X 2     ,PZ,0.00,31128
1406,TOR ALL C/CIL CDA FINA 3/8 X 2 1/4   ,PZ,0.00,31129
1407,TOR ALL C/CIL CDA FINA 3/8 X 2 1/2   ,PZ,0.00,31130
1408,TOR ALL C/CIL CDA FINA 3/8 X 3     ,PZ,0.00,31131
1409,TOR ALL C/CIL CDA FINA 3/8 X 3 1/2   ,PZ,0.00,31132
1410,TOR ALL C/CIL CDA FINA 3/8 X 4     ,PZ,0.00,31133
1411,TOR ALL C/CIL CDA FINA 7/16 X 1 1/2   ,PZ,0.00,31134
1412,TOR ALL C/CIL CDA FINA 7/16 X 2     ,PZ,0.00,31135
1413,TOR ALL C/CIL CDA FINA 7/16 X 2 1/2   ,PZ,0.00,31136
1414,TOR ALL C/CIL CDA FINA 1/2 X 1/2    ,PZ,0.00,31137
1415,TOR ALL C/CIL CDA FINA 1/2 X 3/4    ,PZ,0.00,31138
1416,TOR ALL C/CIL CDA FINA 1/2 X 1     ,PZ,0.00,31139
1417,TOR ALL C/CIL CDA FINA 1/2 X 1 1/4   ,PZ,0.00,31140
1418,TOR ALL C/CIL CDA FINA 1/2 X 1 1/2   ,PZ,0.00,31141
1419,TOR ALL C/CIL CDA FINA 1/2 X 2     ,PZ,0.00,31142
1420,TOR ALL C/CIL CDA FINA 1/2 X 2 1/2   ,PZ,0.00,31143
1421,TOR ALL C/CIL CDA FINA 1/2 X 3     ,PZ,0.00,31144
1422,TOR ALL C/CIL CDA FINA 1/2 X 3 1/2   ,PZ,0.00,31145
1423,TOR ALL C/PLA CDA EST 3/16 X 1/2    ,PZ,1.00,31201
1424,TOR ALL C/PLA CDA EST 3/16 X 3/4    ,PZ,1.40,31202
1425,TOR ALL C/PLA CDA EST 3/16 X 1     ,PZ,1.60,31203
1426,TOR ALL C/PLA CDA EST 3/16 X 1 1/4   ,PZ,0.00,31204
1427,TOR ALL C/PLA CDA EST 3/16 X 1 1/2   ,PZ,2.20,31205
1428,TOR ALL C/PLA CDA EST 3/16 X 2     ,PZ,0.00,31206
1429,TOR ALL C/PLA CDA EST 1/4 X 1/2     ,PZ,1.50,31207
1430,TOR ALL C/PLA CDA EST 1/4 X 3/4     ,PZ,2.00,31208
1431,TOR ALL C/PLA CDA EST 1/4 X 1      ,PZ,2.51,31209
1432,TOR ALL C/PLA CDA EST 1/4 X 1 1/4    ,PZ,0.00,31210
1433,TOR ALL C/PLA CDA EST 1/4 X 1 1/2    ,PZ,3.00,31211
1434,TOR ALL C/PLA CDA EST 1/4 X 2      ,PZ,3.50,31212
1435,TOR ALL C/PLA CDA EST 1/4 X 2 1/2    ,PZ,0.00,31213
1436,TOR ALL C/PLA CDA EST 5/16 X 1/2    ,PZ,0.00,31214
1437,TOR ALL C/PLA CDA EST 5/16 X 3/4    ,PZ,0.00,31215
1438,TOR ALL C/PLA CDA EST 5/16 X 1     ,PZ,2.51,31216
1439,TOR ALL C/PLA CDA EST 5/16 X 1 1/4   ,PZ,2.60,31217
1440,TOR ALL C/PLA CDA EST 5/16 X 1 1/2   ,PZ,3.20,31218
1441,TOR ALL C/PLA CDA EST 5/16 X 2     ,PZ,3.50,31219
1442,TOR ALL C/PLA CDA EST 5/16 X 2 1/4   ,PZ,0.00,31220
1443,TOR ALL C/PLA CDA EST 5/16 X 2 1/2   ,PZ,0.00,31221
1444,TOR ALL C/PLA CDA EST 5/16 X 3     ,PZ,0.00,31222
1445,TOR ALL C/PLA CDA EST 3/8 X 1/2     ,PZ,0.00,31223
1446,TOR ALL C/PLA CDA EST 3/8 X 3/4     ,PZ,0.00,31224
1447,TOR ALL C/PLA CDA EST 3/8 X 1      ,PZ,0.00,31225
1448,TOR ALL C/PLA CDA EST 3/8 X 1 1/4    ,PZ,0.00,31226
1449,TOR ALL C/PLA CDA EST 3/8 X 1 1/2    ,PZ,0.00,31227
1450,TOR ALL C/PLA CDA EST 3/8 X 2      ,PZ,0.00,31228
1451,TOR ALL C/PLA CDA EST 3/8 X 2 1/4    ,PZ,0.00,31229
1452,TOR ALL C/PLA CDA EST 3/8 X 2 1/2    ,PZ,0.00,31230
1453,TOR ALL C/PLA CDA EST 3/8 X 3      ,PZ,0.00,31231
1454,TOR ALL C/PLA CDA EST 3/8 X 3 1/2    ,PZ,0.00,31232
1455,TOR ALL C/PLA CDA EST 3/8 X 4      ,PZ,0.00,31233
1456,TOR ALL C/PLA CDA EST 1/2 X 1/2     ,PZ,0.00,31234
1457,TOR ALL C/PLA CDA EST 1/2 X 3/4     ,PZ,0.00,31235
1458,TOR ALL C/PLA CDA EST 1/2 X 1      ,PZ,0.00,31236
1459,TOR ALL C/PLA CDA EST 1/2 X 1 1/4    ,PZ,0.00,31237
1460,TOR ALL C/PLA CDA EST 1/2 X 1 1/2    ,PZ,0.00,31238
1461,TOR ALL C/PLA CDA EST 1/2 X 2      ,PZ,0.00,31239
1462,TOR ALL C/PLA CDA EST 1/2 X 2 1/2    ,PZ,0.00,31240
1463,TOR ALL C/PLA CDA EST 1/2 X 3      ,PZ,0.00,31241
1464,TOR ALL C/PLA CDA FINA 3/16 X 1/2    ,PZ,0.00,31301
1465,TOR ALL C/PLA CDA FINA 3/16 X 3/4    ,PZ,0.00,31302
1466,TOR ALL C/PLA CDA FINA 3/16 X 1     ,PZ,0.00,31303
1467,TOR ALL C/PLA CDA FINA 3/16 X 1 1/4   ,PZ,0.00,31304
1468,TOR ALL C/PLA CDA FINA 3/16 X 1 1/2   ,PZ,0.00,31305
1469,TOR ALL C/PLA CDA FINA 1/4 X 1/2    ,PZ,0.00,31306
1470,TOR ALL C/PLA CDA FINA 1/4 X 3/4    ,PZ,0.00,31307
1471,TOR ALL C/PLA CDA FINA 1/4 X 1     ,PZ,0.00,31308
1472,TOR ALL C/PLA CDA FINA 1/4 X 1 1/4   ,PZ,0.00,31309
1473,TOR ALL C/PLA CDA FINA 1/4 X 1 1/2   ,PZ,0.00,31310
1474,TOR ALL C/PLA CDA FINA 1/4 X 2     ,PZ,0.00,31311
1475,TOR ALL C/PLA CDA FINA 1/4 X 2 1/2   ,PZ,0.00,31312
1476,TOR ALL C/PLA CDA FINA 5/16 X 1/2    ,PZ,0.00,31313
1477,TOR ALL C/PLA CDA FINA 5/16 X 3/4    ,PZ,0.00,31314
1478,TOR ALL C/PLA CDA FINA 5/16 X 1     ,PZ,0.00,31315
1479,TOR ALL C/PLA CDA FINA 5/16 X 1 1/4   ,PZ,0.00,31316
1480,TOR ALL C/PLA CDA FINA 5/16 X 1 1/2   ,PZ,0.00,31317
1481,TOR ALL C/PLA CDA FINA 5/16 X 2     ,PZ,0.00,31318
1482,TOR ALL C/PLA CDA FINA 5/16 X 2 1/4   ,PZ,0.00,31319
1483,TOR ALL C/PLA CDA FINA 5/16 X 2 1/2   ,PZ,0.00,31320
1484,TOR ALL C/PLA CDA FINA 5/16 X 3     ,PZ,0.00,31321
1485,TOR ALL C/PLA CDA FINA 3/8 X 1/2    ,PZ,0.00,31322
1486,TOR ALL C/PLA CDA FINA 3/8 X 3/4    ,PZ,0.00,31323
1487,TOR ALL C/PLA CDA FINA 3/8 X 1     ,PZ,0.00,31324
1488,TOR ALL C/PLA CDA FINA 3/8 X 1 1/4   ,PZ,0.00,31325
1489,TOR ALL C/PLA CDA FINA 3/8 X 1 1/2   ,PZ,0.00,31326
1490,TOR ALL C/PLA CDA FINA 3/8 X 2     ,PZ,0.00,31327
1491,TOR ALL C/PLA CDA FINA 3/8 X 2 1/4   ,PZ,0.00,31328
1492,TOR ALL C/PLA CDA FINA 3/8 X 2 1/2   ,PZ,0.00,31329
1493,TOR ALL C/PLA CDA FINA 1/2 X 1/2    ,PZ,0.00,31330
1494,TOR ALL C/PLA CDA FINA 1/2 X 3/4    ,PZ,0.00,31331
1495,TOR ALL C/PLA CDA FINA 1/2 X 1     ,PZ,0.00,31332
1496,TOR ALL C/PLA CDA FINA 1/2 X 1 1/4   ,PZ,0.00,31333
1497,TOR ALL C/PLA CDA FINA 1/2 X 1 1/2   ,PZ,0.00,31334
1498,TOR ALL C/PLA CDA FINA 1/2 X 2     ,PZ,0.00,31335
1499,TOR ALL C/PLA CDA FINA 1/2 X 2 1/2   ,PZ,0.00,31336
1500,TOR ALL C/PLA CDA FINA 1/2 X 3     ,PZ,0.00,31337
1501,TOR ALL C/PLA CDA FINA 1/2 X 3 1/2   ,PZ,0.00,31338
1502,TOR ALL C/CIL MM 5 X 13         ,PZ,0.00,31401
1503,TOR ALL C/CIL MM 5 X 19         ,PZ,0.00,31402
1504,TOR ALL C/CIL MM 5 X 25         ,PZ,0.00,31403
1505,TOR ALL C/CIL MM 5 X 38         ,PZ,0.00,31404
1506,TOR ALL C/CIL MM 6 X 13         ,PZ,0.00,31405
1507,TOR ALL C/CIL MM 6 X 19         ,PZ,0.00,31406
1508,TOR ALL C/CIL MM 6 X 25         ,PZ,1.60,31407
1509,TOR ALL C/CIL MM 6 X 31         ,PZ,0.00,31408
1510,TOR ALL C/CIL MM 6 X 38         ,PZ,0.00,31409
1511,TOR ALL C/CIL MM 6 X 50         ,PZ,0.00,31410
1512,TOR ALL C/CIL MM 6 X 56         ,PZ,0.00,31411
1513,TOR ALL C/CIL MM 6 X 65         ,PZ,0.00,31412
1514,TOR ALL C/CIL MM 6 X 80         ,PZ,0.00,31413
1515,TOR ALL C/CIL MM 8 X 13         ,PZ,0.00,31414
1516,TOR ALL C/CIL MM 8 X 19         ,PZ,0.00,31415
1517,TOR ALL C/CIL MM 8 X 25         ,PZ,0.00,31416
1518,TOR ALL C/CIL MM 8 X 38         ,PZ,0.00,31417
1519,TOR ALL C/CIL MM 8 X 50         ,PZ,0.00,31418
1520,TOR ALL C/CIL MM 8 X 65         ,PZ,0.00,31419
1521,TOR ALL C/CIL MM 8 X 75         ,PZ,0.00,31420
1522,TOR ALL C/CIL MM 10 X 19        ,PZ,0.00,31421
1523,TOR ALL C/CIL MM 10 X 25        ,PZ,0.00,31422
1524,TOR ALL C/CIL MM 10 X 32        ,PZ,0.00,31423
1525,TOR ALL C/CIL MM 10 X 38        ,PZ,0.00,31424
1526,TOR ALL C/CIL MM 10 X 50        ,PZ,0.00,31425
1527,TOR ALL C/CIL MM 10 X 65        ,PZ,0.00,31426
1528,TOR ALL C/CIL MM 10 X 70        ,PZ,0.00,31427
1529,TOR ALL C/CIL MM 10 X 80        ,PZ,0.00,31428
1530,TOR ALL C/CIL MM 10 X 100        ,PZ,0.00,31429
1531,TOR ALL C/CIL MM 12 X 13        ,PZ,0.00,31430
1532,TOR ALL C/CIL MM 12 X 19        ,PZ,0.00,31431
1533,TOR ALL C/CIL MM 12 X 25        ,PZ,0.00,31432
1534,TOR ALL C/CIL MM 12 X 32        ,PZ,0.00,31433
1535,TOR ALL C/CIL MM 12 X 38        ,PZ,0.00,31434
1536,TOR ALL C/CIL MM 12 X 50        ,PZ,0.00,31435
1537,TOR ALL C/CIL MM 12 X 65        ,PZ,0.00,31436
1538,TOR ALL C/CIL MM 12 X 71        ,PZ,0.00,31437
1539,TOR ALL C/CIL MM 12 X 100        ,PZ,0.00,31438
1540,TOR ALL C/CIL MM 14 X 13        ,PZ,0.00,31439
1541,TOR ALL C/CIL MM 14 X 19        ,PZ,0.00,31440
1542,TOR ALL C/CIL MM 14 X 25        ,PZ,0.00,31441
1543,TOR ALL C/CIL MM 14 X 32        ,PZ,0.00,31442
1544,TOR ALL C/CIL MM 14 X 38        ,PZ,0.00,31443
1545,TOR ALL C/CIL MM 14 X 50        ,PZ,0.00,31444
1546,TOR ALL C/CIL MM 14 X 65        ,PZ,0.00,31445
1547,TOR ALL C/CIL MM 14 X 71        ,PZ,0.00,31446
1548,TOR ALL C/CIL MM 14 X 100        ,PZ,0.00,31447
1549,TOR ALL C/CIL MM FIN 5 X 13       ,PZ,0.00,31501
1550,TOR ALL C/CIL MM FIN 5 X 19       ,PZ,0.00,31502
1551,TOR ALL C/CIL MM FIN 5 X 25       ,PZ,0.00,31503
1552,TOR ALL C/CIL MM FIN 5 X 38       ,PZ,0.00,31504
1553,TOR ALL C/CIL MM FIN 6 X 13       ,PZ,0.00,31505
1554,TOR ALL C/CIL MM FIN 6 X 19       ,PZ,0.00,31506
1555,TOR ALL C/CIL MM FIN 6 X 25       ,PZ,0.00,31507
1556,TOR ALL C/CIL MM FIN 6 X 31       ,PZ,0.00,31508
1557,TOR ALL C/CIL MM FIN 6 X 38       ,PZ,0.00,31509
1558,TOR ALL C/CIL MM FIN 6 X 50       ,PZ,0.00,31510
1559,TOR ALL C/CIL MM FIN 6 X 56       ,PZ,0.00,31511
1560,TOR ALL C/CIL MM FIN 6 X 65       ,PZ,0.00,31512
1561,TOR ALL C/CIL MM FIN 6 X 80       ,PZ,0.00,31513
1562,TOR ALL C/CIL MM FIN 8 X 13       ,PZ,0.00,31514
1563,TOR ALL C/CIL MM FIN 8 X 19       ,PZ,0.00,31515
1564,TOR ALL C/CIL MM FIN 8 X 25       ,PZ,0.00,31516
1565,TOR ALL C/CIL MM FIN 8 X 38       ,PZ,0.00,31517
1566,TOR ALL C/CIL MM FIN 8 X 50       ,PZ,0.00,31518
1567,TOR ALL C/CIL MM FIN 8 X 65       ,PZ,0.00,31519
1568,TOR ALL C/CIL MM FIN 8 X 75       ,PZ,0.00,31520
1569,TOR ALL C/CIL MM FIN 10 X 19      ,PZ,0.00,31521
1570,TOR ALL C/CIL MM FIN 10 X 25      ,PZ,0.00,31522
1571,TOR ALL C/CIL MM FIN 10 X 32      ,PZ,0.00,31523
1572,TOR ALL C/CIL MM FIN 10 X 38      ,PZ,0.00,31524
1573,TOR ALL C/CIL MM FIN 10 X 50      ,PZ,0.00,31525
1574,TOR ALL C/CIL MM FIN 10 X 65      ,PZ,0.00,31526
1575,TOR ALL C/CIL MM FIN 10 X 70      ,PZ,0.00,31527
1576,TOR ALL C/CIL MM FIN 10 X 80      ,PZ,0.00,31528
1577,TOR ALL C/CIL MM FIN 10 X 100      ,PZ,0.00,31529
1578,TOR ALL C/CIL MM FIN 12 X 13      ,PZ,0.00,31530
1579,TOR ALL C/CIL MM FIN 12 X 19      ,PZ,0.00,31531
1580,TOR ALL C/CIL MM FIN 12 X 25      ,PZ,0.00,31532
1581,TOR ALL C/CIL MM FIN 12 X 32      ,PZ,0.00,31533
1582,TOR ALL C/CIL MM FIN 12 X 38      ,PZ,0.00,31534
1583,TOR ALL C/CIL MM FIN 12 X 50      ,PZ,0.00,31535
1584,TOR ALL C/CIL MM FIN 12 X 65      ,PZ,0.00,31536
1585,TOR ALL C/CIL MM FIN 12 X 71      ,PZ,0.00,31537
1586,TOR ALL C/CIL MM FIN 12 X 100      ,PZ,0.00,31538
1587,TOR ALL C/CIL MM FIN 14 X 13      ,PZ,0.00,31539
1588,TOR ALL C/CIL MM FIN 14 X 19      ,PZ,0.00,31540
1589,TOR ALL C/CIL MM FIN 14 X 25      ,PZ,0.00,31541
1590,TOR ALL C/CIL MM FIN 14 X 32      ,PZ,0.00,31542
1591,TOR ALL C/CIL MM FIN 14 X 38      ,PZ,0.00,31543
1592,TOR ALL C/CIL MM FIN 14 X 50      ,PZ,0.00,31544
1593,TOR ALL C/CIL MM FIN 14 X 65      ,PZ,0.00,31545
1594,TOR ALL C/CIL MM FIN 14 X 71      ,PZ,0.00,31546
1595,TOR ALL C/CIL MM FIN 14 X 100      ,PZ,0.00,31547
1596,TOR C/GOTA CDA EST 3/16 X 1/2      ,PZ,0.50,32001
1597,TOR C/GOTA CDA EST 3/16 X 3/4      ,PZ,0.60,32002
1598,TOR C/GOTA CDA EST 3/16 X 1       ,PZ,0.70,32003
1599,TOR C/GOTA CDA EST 3/16 X 1 1/4     ,PZ,0.80,32004
1600,TOR C/GOTA CDA EST 3/16 X 1 1/2     ,PZ,0.65,32005
1601,TOR C/GOTA CDA EST. 3/16 X 2      ,PZ,1.60,32006
1602,TOR C/GOTA CDA EST 3/16 X 2 1/2     ,PZ,0.85,32007
1603,TOR C/GOTA CDA EST 3/16 X 3       ,PZ,1.10,32008
1604,TOR C/GOTA CDA EST 1/4 X 1/2      ,PZ,0.60,32009
1605,TOR C/GOTA CDA EST 1/4 X 3/4      ,PZ,0.59,32010
1606,TOR C/GOTA CDA EST 1/4 X 1       ,PZ,0.79,32011
1607,TOR C/GOTA CDA EST 1/4 X 1 1/4     ,PZ,1.00,32012
1608,TOR C/GOTA CDA EST 1 4 X 1 1 2     ,PZ,1.15,32013
1609,TOR C/GOTA CDA EST 1/4 X 2       ,PZ,1.30,32014
1610,TOR C/GOTA CDA EST 1/4 X 2 1/2     ,PZ,1.50,32015
1611,TOR C GOTA CDA EST 1 4 X 3       ,PZ,2.20,32016
1612,TOR C/GOTA CDA EST 1/8 X 1/2      ,PZ,0.00,32017
1613,TOR C/GOTA CDA EST 1/8 X 3/4      ,PZ,0.00,32018
1614,TOR C/GOTA CDA EST 1/8 X 1       ,PZ,0.00,32019
1615,TOR C/GOTA CDA EST 1/8 X 1 1/2     ,PZ,0.50,32020
1616,TOR C/GOTA CDA EST 5/32 X 1/2     ,PZ,0.30,32021
1617,TOR C/GOTA CDA EST 5/32 X 1      ,PZ,1.80,32022
1618,TOR C/GOTA CDA EST 5/32 X 1 1/2     ,PZ,0.55,32023
1619,TOR C/GOTA CDA EST 5/32 X 2 1/2     ,PZ,0.80,32024
1620,TOR C/GOTA CDA FINA 3/16 X 1/2     ,PZ,0.00,32101
1621,TOR C/GOTA CDA FINA 3/16 X 3/4     ,PZ,0.00,32102
1622,TOR C/GOTA CDA FINA 3/16 X 1      ,PZ,0.00,32103
1623,TOR C/GOTA CDA FINA 3/16 X 1 1/4    ,PZ,0.00,32104
1624,TOR C/GOTA CDA FINA 3/16 X 1 1/2    ,PZ,0.00,32105
1625,TOR C/GOTA CDA FINA 3/16 X 2      ,PZ,0.00,32106
1626,TOR C/GOTA CDA FINA 3/16 X 2 1/2    ,PZ,0.00,32107
1627,TOR C/GOTA CDA FINA 3/16 X 3      ,PZ,0.00,32108
1628,TOR C/PLANA CDA EST 3/16 X 1/2     ,PZ,0.39,33001
1629,TOR C/PLANA CDA EST 3/16 X 3/4     ,PZ,0.60,33002
1630,TOR C/PLANA CDA EST 3/16 X 1      ,PZ,0.50,33003
1631,TOR C/PLANA CDA EST 3/16 X 1 1/4    ,PZ,0.00,33004
1632,TOR C/PLANA CDA EST 3/16 X 1 1/2    ,PZ,1.25,33005
1633,TOR C/PLANA CDA EST 3/16 X 2      ,PZ,0.00,33006
1634,TOR C/PLANA CDA EST 3/16 X 2 1/2    ,PZ,0.00,33007
1635,TOR C/PLANA CDA EST 1/4 X 1/2      ,PZ,0.00,33008
1636,TOR C/PLANA CDA EST 1/4 X 3/4      ,PZ,0.50,33009
1637,TOR C/PLANA CDA EST 1/4 X 1       ,PZ,0.65,33010
1638,TOR C/PLANA CDA EST 1/4 X 1 1/4     ,PZ,0.00,33011
1639,TOR C/PLANA CDA EST 1/4 X 1 1/2     ,PZ,0.80,33012
1640,TOR C/PLANA CDA EST 1/4 X 2       ,PZ,1.10,33013
1641,TOR C/PLANA CDA EST 1/4 X 2 1/2     ,PZ,1.50,33014
1642,TOR C/PLANA CDA EST 1/4 X 3       ,PZ,0.00,33015
1643,TOR C/PLANA CDA EST 1/8 X 1/2     ,PZ,0.30,33018
1644,TOR C/COCHE GALV CDA EST 1/4 X 3/4   ,PZ,0.00,34001
1645,TOR C/COCHE GALV CDA EST 1/4 X 1    ,PZ,0.80,34002
1646,TOR C/COCHE GALV CDA EST 1/4 X 1 1/4  ,PZ,1.19,34003
1647,TOR C/COCHE GALV CDA EST 1/4 X 1 1/2  ,PZ,1.60,34004
1648,TOR C/COCHE GALV CDA EST 1/4 X 2    ,PZ,2.00,34005
1649,TOR C/COCHE GALV CDA EST 5/16 X 1    ,PZ,1.50,34006
1650,TOR C/COCHE GALV CDA EST 5/16 X 1 1/4  ,PZ,2.00,34007
1651,TOR C/COCHE GALV CDA EST 5/16 X 1 1/2  ,PZ,2.51,34008
1652,TOR C/COCHE GALV CDA EST 5/16 X 2    ,PZ,3.50,34009
1653,TOR C/COCHE GALV CDA EST 5/16 X 2 1/2  ,PZ,3.00,34010
1654,TOR C/COCHE GALV CDA EST 5/16 X 3    ,PZ,2.80,34011
1655,TOR C/COCHE GALV CDA EST 5/16 X 3 1/2  ,PZ,0.00,34012
1656,TOR C/COCHE GALV CDA EST 5/16 X 4    ,PZ,5.00,34013
1657,TOR C/COCHE GALV CDA EST 3/8 X 2    ,PZ,4.00,34014
1658,TOR C/COCHE GALV CDA EST 3/8 X 2 1/2  ,PZ,0.00,34015
1659,TOR C COCHE GALV CDA EST 1 4 X 3    ,PZ,3.00,34016
1660,TOR C/COCHE GALV CDA EST 1/2 X 2 1/2  ,PZ,0.00,34017
1661,TOR C/COCHE GALV CDA EST 1/4 X 2 1/2 in ,PZ,2.51,34018
1662,TOR C/HEXAG GALV CDA EST 1/4 X 1/2   ,PZ,0.50,35001
1663,TOR C/HEXAG GALV CDA EST 1/4 X 3/4   ,PZ,1.00,35002
1664,TOR C/HEXAG GALV CDA EST 1/4 X 1    ,PZ,1.00,35003
1665,TOR C/HEXAG GALV CDA EST 1/4 X 1 1/4  ,PZ,0.75,35004
1666,TOR C/HEXAG GALV CDA EST 1/4 X 1 1/2  ,PZ,1.19,35005
1667,TOR C/HEXAG GALV CDA EST 1/4 X 2    ,PZ,1.35,35006
1668,TOR C/HEXAG GALV CDA EST 1/4 X 2 1/2 in ,PZ,1.80,35007
1669,TOR C HEXAG GALV CDA EST 1 4 X 3    ,PZ,2.00,35008
1670,TOR C/HEXAG GALV CDA EST 1/4 X 3    ,PZ,2.00,35009
1671,TOR C/HEXAG GALV CDA EST 1/4 X 4    ,PZ,2.51,35010
1672,TOR C/HEXAG GALV CDA EST 1/4 X 4 1/2  ,PZ,2.51,35011
1673,TOR C/HEXAG GALV CDA EST 1/4 X 5    ,PZ,4.00,35012
1674,TOR C/HEXAG GALV CDA EST 1/4 X 5 1/2  ,PZ,3.00,35013
1675,TOR C/HEXAG GALV CDA EST 1/4 X 6    ,PZ,3.80,35014
1676,TOR C/HEXAG GALV CDA EST 5/16 X 1/2   ,PZ,0.80,35015
1677,TOR C/HEXAG GALV CDA EST 5/16 X 3/4   ,PZ,1.00,35016
1678,TOR C/HEXAG GALV CDA EST 5/16 X 1    ,PZ,1.50,35017
1679,TOR C/HEXAG GALV CDA EST 5/16 X 1 1/4  ,PZ,1.50,35018
1680,TOR C/HEXAG GALV CDA EST 5/16 X 1 1/2  ,PZ,2.00,35019
1681,TOR C/HEXAG GALV CDA EST 5/16 X 2    ,PZ,1.80,35020
1682,TOR C/HEXAG GALV CDA EST 5/16 X 2 1/2  ,PZ,2.51,35021
1683,TOR C/HEXAG GALV CDA EST 5/16 X 3    ,PZ,3.50,35022
1684,TOR C/HEXAG GALV CDA EST 5/16 X 3 1/2  ,PZ,3.00,35023
1685,TOR C/HEXAG GALV CDA EST 5/16 X 4    ,PZ,3.50,35024
1686,TOR C/HEXAG GALV CDA EST 5/16 X 4 1/2  ,PZ,4.00,35025
1687,TOR C/HEXAG GALV CDA EST 5/16 X 5    ,PZ,6.00,35026
1688,TOR C/HEXAG GALV CDA EST 5/16 X 6    ,PZ,5.00,35027
1689,TOR C/HEXAG GALV CDA EST 3/8 X 1/2   ,PZ,1.00,35028
1690,TOR C/HEXAG GALV CDA EST 3/8 X 3/4   ,PZ,1.50,35029
